,Deg,Cc,Ne,ID
1,121.34389287228913,0.6774263330174317,7.18729831684554,1.0
2,115.02627873445785,0.6640164544422779,6.80893340396618,1.0
3,115.45912904144578,0.6685147988355434,6.83461803351123,1.0
4,119.59369173807228,0.676676704619972,6.908342777379049,1.0
5,122.14806655469881,0.6666580334038043,7.165016005159913,1.0
6,114.64828831373495,0.6537573105955513,6.8005965423667885,1.0
7,112.38163346915664,0.6866333119524235,6.550258497629675,1.0
8,118.79399454120482,0.671478916510405,7.31633833419085,1.0
1,103.50754493228915,0.6877037001460917,6.173206993575125,2.0
2,109.92350433445783,0.6868915943299451,6.311192900425598,2.0
3,110.00533578819277,0.6621240380476698,6.417705843638221,2.0
4,106.06658927036146,0.6575702549192067,6.1801208400155625,2.0
5,92.39313170891566,0.6639064170629588,5.462846418938045,2.0
6,106.94423491542163,0.6908777069190324,6.326646807861698,2.0
7,108.77924499277108,0.6735454136001695,6.410896474724276,2.0
8,111.83887548409638,0.6584309831917577,6.53809588021531,2.0
9,108.96705006216868,0.6643159788614176,6.375889140721529,2.0
10,99.69105979951807,0.6663689947789487,5.902585134360407,2.0
11,109.72858264433735,0.7020202359740849,6.392660464137085,2.0
12,113.12710722867472,0.6819890486918961,6.625968596149683,2.0
13,105.2524180833735,0.6491992419267116,6.071791464034425,2.0
14,104.77782903084338,0.6645661795021778,6.165794429595583,2.0
15,103.63007549108434,0.6889438547706854,6.13030931687002,2.0
16,108.63062764602408,0.6747961352305513,6.373202612583128,2.0
17,110.76133711879517,0.7006013256238132,6.476546338762468,2.0
18,111.8092752660241,0.681879304390474,6.544912739394721,2.0
19,101.40173203228917,0.6757003727058111,5.844267259632717,2.0
20,95.34904133638553,0.6484180999680047,5.414949165183957,2.0
21,82.4469549879518,0.64040458640229,4.977675028522819,2.0
22,93.81833358915662,0.6453791719896568,5.448342519839429,2.0
23,85.19113947638556,0.6966509018364917,5.156473013174659,2.0
1,92.7108974653012,0.6899556556186437,5.597360480476578,3.0
2,97.95052223807228,0.6645540905238364,5.903525241398166,3.0
3,96.95916456144579,0.6887597981961162,5.8327957942454205,3.0
4,81.99752334048192,0.6704579707426033,4.878815532391471,3.0
5,89.79466441301204,0.6847564670985768,5.541626827910953,3.0
6,97.97847167036144,0.6770138331172852,5.849018822298859,3.0
7,95.77213522867468,0.6365126039341293,5.870664985264964,3.0
8,106.68240239156628,0.6900086773337123,6.361752586616018,3.0
9,94.89114000939759,0.6749453755880047,5.693113643924896,3.0
10,95.85863507084338,0.6629193897286827,5.874646248400898,3.0
11,111.24396700554216,0.6777141996230307,6.701982425439352,3.0
12,98.09437555855419,0.6801813909669548,5.9167623442037955,3.0
13,96.33761194265061,0.6760101835196084,5.794481509065833,3.0
14,94.0237187693976,0.6634340651159493,5.732051137141589,3.0
15,95.3981397953494,0.6793066261673805,5.7874442010613345,3.0
16,89.59897202048191,0.6510569773633323,5.433490465953243,3.0
17,93.72772535518072,0.6703849676807242,5.575771186176235,3.0
18,88.78186060409638,0.6645549064466836,5.344369033182864,3.0
19,78.27848177999999,0.5900673274460267,4.832361459841759,3.0
20,92.75305051228916,0.6592797156280714,5.722611224367229,3.0
21,109.38339413903613,0.6661762941272619,6.580128575025876,3.0
