,deg,cc,ne,deg,cc,ne,deg,cc,ne,deg,cc,ne,deg,cc,ne,deg,cc,ne,id
0,82.41789172941176,0.7702284985781439,10.974849685832524,63.29130984615386,0.8088959342277425,11.469711324980791,85.81238445714287,0.8667180475333766,11.155453261776954,64.86963666666668,0.7414818503997435,10.288115582984384,85.03023483466667,0.7762060931759691,11.836922335726532,82.56909751666667,0.7982210601817733,12.367130375014682,1.0
1,76.0389052,0.7717555355552113,9.999028643982776,59.95340461538462,0.6897772298655043,10.925746684817264,81.202508,0.7481573741012207,11.124137711764002,62.824795,0.8210411810281459,9.83668634111362,80.75631173333333,0.7593649733281062,11.38330884139428,70.66361621666665,0.7199407529315099,10.743462068882861,1.0
2,79.80725282352942,0.7586839519698382,10.787311866496838,62.150842153846156,0.7955678664783629,11.191998020594205,83.12815014285715,0.6827107464598139,11.038294105166296,60.67355333333333,0.7912034241116342,9.143322509179406,78.56114052,0.7713882943667003,11.008732238215385,74.694867,0.8159815036711566,11.289111171132484,1.0
3,77.55222548235294,0.7510940263165731,10.270738850824852,67.14934615384615,0.7133215332036686,11.60220070522427,78.44620085714284,0.8248575246000607,10.557325492541748,66.20938175833332,0.8019955954038319,10.459622269561843,79.64264227999999,0.8188033174658134,10.920377752531895,79.14329666666667,0.8205952934066674,11.779702898530132,1.0
4,81.91158529411763,0.7686585715958292,10.549072945147719,64.67130752307693,0.7823783678765996,11.55933902611025,95.3330247657143,0.7935986839761887,12.842244285927038,65.67622333333333,0.8034107910458753,9.932399123943398,76.68176251466667,0.824542142459462,11.234375615843783,81.35329512,0.8302027863228926,12.262312975715778,1.0
5,82.45167224705881,0.76234619017397,10.789966347106645,55.89317876923077,0.7815099532224755,10.173750584747186,84.0116235,0.7384032850820782,11.574475956138258,59.374461466666666,0.7416311566375544,9.093099532735783,81.14306053333334,0.7865359631974251,11.243778267805503,72.94536188333333,0.7732878403243167,10.75033412912053,1.0
6,80.45219011764708,0.7662195827192119,10.198264164581838,62.57441707692307,0.7747119152370985,10.954494532225196,84.38305314285712,0.8002392778571191,11.209780542273842,51.63102999999999,0.7936898678107469,8.486878629862051,79.27533606666665,0.8259141072580616,10.87695686369973,75.37863133333332,0.833891565550931,11.16870628507692,1.0
7,84.04285425882352,0.7416399683501363,11.353298693698981,75.81072153846156,0.6847503114821798,13.189361020574303,77.67665635714286,0.7469167173582169,10.771557051796448,67.09653200000001,0.7552428854986206,10.367352866551398,82.06720674666666,0.6776988679015766,12.168082768858257,75.22617933333332,0.8382068640610704,11.129991877164551,1.0
8,68.39861167411765,0.7746675441583718,9.421409404095362,65.05904400923076,0.7614890189076208,11.879748225637066,64.8798304142857,0.7514920284738962,8.291040111397859,50.68589850000001,0.7932547956849882,8.203642954539008,67.22444374133333,0.7766248815853912,9.71474288880615,70.65479816666667,0.804257148207527,10.404129142623686,2.0
9,70.6662574117647,0.7692471654925843,9.329350303423768,65.6535103076923,0.7272521935868371,12.046609862579528,80.09902957142859,0.8003682172022879,9.505861769951903,54.16793721666667,0.7895150499329572,8.799727721863896,62.70718117600001,0.784697502868831,9.029000350348026,89.91341633333333,0.8491540668862655,13.399676435194797,2.0
