,deg,cc,ne,deg,cc,ne,deg,cc,ne,deg,cc,ne,deg,cc,ne,deg,cc,ne,deg,cc,ne,id
0,79.8822855125,0.8194991066789425,11.593757973533382,82.46690000000001,0.8036344478803376,15.71727227098556,120.18117142857143,0.8910383912908719,27.484392857134914,65.808898,0.8076442962858262,11.918297868932957,87.90304385714286,0.8506578184789361,24.141138109721,79.0774827825,0.7968424899769542,10.738450466469931,73.7210091882353,0.7591058886514161,9.72184212568096,1.0
1,75.71745425,0.7978407284051767,10.968089452962264,82.7938596,0.8628421072565228,14.842517559317164,105.8143342857143,0.8862549549866306,25.883343339914266,52.93479074,0.8239285396609004,10.286492248495282,86.25841714285716,0.9205005814514786,24.177566413479617,69.6934135875,0.7829758750283635,9.370250393646316,77.2932892117647,0.757009258396812,10.217060746097797,1.0
2,77.79264276250001,0.7905949436317921,11.312367263358118,75.6443,0.8391354651065293,13.808773145816701,120.0808657142857,0.8813535224876606,28.618803620043927,55.36494648,0.7790853655934881,10.170948546109578,95.18322294285716,0.9082603626170384,25.882412996959026,71.70931923750001,0.8079759477571296,9.952599959293371,69.98442882235294,0.7488964432273155,9.164081823153973,1.0
3,78.5118129875,0.8118698183013755,11.161920532958808,81.92683210999999,0.8687144260273504,14.632727690763591,105.03068285714286,0.9269803427510721,25.71916460700829,66.6960495,0.8530253255120623,12.829545043563291,83.62434285714286,0.9208145209717588,22.75855672532117,71.2539256625,0.7763368792868315,9.421852470380582,78.89681399764704,0.7880668884711249,10.138524096537747,1.0
4,79.332009125,0.813311823973984,11.081936793404648,95.04415639999999,0.8516973368928646,16.782661118598284,122.13426857142856,0.9699996106929484,28.064421918901765,56.37406502,0.7138554113647894,10.96133251458458,75.42024285714285,0.6548268466098138,20.24221399264142,78.369906275,0.7556431236778848,10.435393689917067,81.19689302588235,0.7584165068132728,10.644056814469534,1.0
5,77.29213952,0.8219740328579195,10.99366256005191,80.8720364,0.7522191809566579,14.897493811687351,114.99175342857143,0.8860948682876729,27.65390288909393,57.99149200000001,0.8006723245568503,10.878038023358574,88.29925714285714,0.919286461794062,23.822909942720422,71.7757775,0.769283443113486,9.709567988064242,72.20197929411765,0.7676112227497609,9.49479837416219,1.0
6,81.88653320374999,0.7695732041709713,11.446279342802772,66.45540564000001,0.8059233882425618,11.99597110960834,106.70537142857142,0.878630309999646,25.032093189924385,52.8841272,0.6844641109205485,9.837668172430146,86.09548571428572,0.9201816187035089,23.40868405896018,71.8543364125,0.8328240462792982,9.828664672009051,71.18502235294119,0.8050529196544023,9.213817055922364,1.0
7,89.116463225,0.7508702880880994,13.538843011995638,87.87824,0.8453760439961601,16.118132379046095,113.19917142857142,0.8560883370215792,27.461793855959936,46.19894477999999,0.7594542426331354,8.589818650784983,83.48728571428572,0.9196678660475783,23.35676551297397,86.3749407,0.7924856445346036,12.017679766642345,72.3086724,0.76779839129415,9.126390715247949,1.0
8,71.09862740375,0.7943617745045713,10.792884565237408,73.7957586,0.8095063191398836,12.999181574214159,89.66498285714285,0.8182495321303983,19.6885573209085,45.14488120000001,0.8445557812638059,7.708941976368573,62.93068571428572,0.8987325547470821,18.35506204284209,63.88255941999999,0.7342889707506812,8.77404338294836,71.30605788235293,0.7600315750298684,9.020435178569947,2.0
9,75.489007625,0.7715888810842098,11.454338484811277,74.13084866,0.8157679029434591,13.19537351795582,110.61262285714285,0.9627378071412743,22.405179051979225,59.950746460000005,0.8326844740946366,10.523753250047083,54.74465428571428,0.8116804607273285,15.849552786543802,63.91954011875,0.7890828405876729,8.449703357357926,80.01286329411764,0.7626845963943047,10.089344713372249,2.0
