96.281,14.376,2.4058,32.431,9.172,0,9.7137,1.2278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.043939,0.073102,0.1209,0,0,0,0.093025,0.66134,0,1.9591,0,0,2.3645,11.256,0,8.9168,0,0,0,0.039879,0,0,0.074474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14.376,24.425,0,0,5.2984,0,11.499,0.48577,0,0,0,0,0.0040416,0,0,0,0,0,0,0,0,0,0.030047,0.087738,0.015328,0,0,0,0.014002,0.0089187,0,0.76825,0,0.18436,0.1642,3.4357,0.79048,0.020566,0.064136,0,0.00044488,0,0,0,0,0,0,0.0070163,0.16891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.059698
2.4058,0,1.7557,6.6795,0,0,2.2709,0.67846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11698,0,0,0,0,0,0,0.0050886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32.431,0,6.6795,38.872,0,0,10.987,4.8346,0,0,0,9.2462,0,0,0,0,0,0,0,0,0,0,0,0.0012162,0.015465,0,0,0,0.0030768,0,0,0,0,0,7.7963,3.0695,0,13.223,0,0,0,1.228,0,0,5.5542,0,0,1.0574,1.2283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.172,5.2984,0,0,59.263,9.4434,12.903,1.4556,0.55297,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10309,0.2201,0.020189,0,0,0,0,0.0065144,0,0.69198,0,0.10704,0.045312,3.2917,0.56238,0,0.025763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035872
0,0,0,0,9.4434,53.609,10.603,3.515,10.88,16.018,0,0,0,0,0,0.2837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.093368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.7137,11.499,2.2709,10.987,12.903,10.603,250.32,55.123,34.495,0,0,2.4611,5.4522,0,0,0,0,0,0,0,0,0.0082279,0.011719,0.038907,0.051731,0,0,0,0.021341,0.10754,0,1.071,0,4.3286,3.4992,15.024,5.1349,0.14336,0.89233,0,0,0.013995,0,0,0.058429,0,0,1.9963,3.5518,0,0,0,0.53931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8932
1.2278,0.48577,0.67846,4.8346,1.4556,3.515,55.123,392.47,10.771,20.779,14.892,10.934,36.583,30.724,0.083242,0.067014,0,0,0,0.020474,0,0,0.042239,0.013251,0.014995,0,0,0,0.047792,0,0,0,0,21.353,5.7335,10.608,14.661,0.095699,7.6643,0,0,0.18163,0,0,0,0,0,4.3088,59.916,0.12123,0,0,0.54324,1.2635,0.87242,0.0045344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.242
0,0,0,0,0.55297,10.88,34.495,10.771,91.846,35.486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.63164
0,0,0,0,0,16.018,0,20.779,35.486,235.93,23.654,0,0,7.3719,0,30.591,14.921,0,2.6595,0,0,0,0,0,0,0,0,0,0,0,0.568,0.99131,0,20.896,0,9.381,14.56,0,7.782,0,0,0,0,0,0,0,0,0,0,0,0.48978,0.44032,0,0,0.15947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.017
0,0,0,0,0,0,0,14.892,0,23.654,82.535,0,0.050829,19.361,3.221,16.798,0,7.2733,0,9.3197,0,0,0,0,0,0,0,0,0,0,0,0,0,4.4421,0,0,0.10531,0,0.51791,0,0,0,0,0,0,0,0,0,0,0,0,1.1172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95485
0,0,0,9.2462,0,0,2.4611,10.934,0,0,0,6.3626,4.8487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4006,0,0,0,0.34218,0,0,0.91825,0,0,1.0239,1.7747,0,0,0,1.3782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.0040416,0,0,0,0,5.4522,36.583,0,0,0.050829,4.8487,22.881,8.2791,0.26475,0,0,0,0,0.085668,0,0,0,0,0,0,0,0,0,0,0,0,0,0.034928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.2615,0,0,0,0.32218,2.5222,0.1938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,30.724,0,7.3719,19.361,0,8.2791,65.272,14.178,0,0,0.53146,0,14.252,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4,0,0,0,0,0,0.011837,0,0,0,0,0,0,0,0,6.0898,0.012853,0,1.3289,0,0,7.5323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0.083242,0,0,3.221,0,0.26475,14.178,33.083,0,0,4.0599,0,44.041,0,0,0,1.5807,0,1.0828,0,0,0,0,0,0,0,0.4767,0,0,0,0,0.3064,2.4762,0,0,0,0,0,0,0,0,0,0,0,0.064187,0,0,1.1016,5.17,0,0,1.7328,0.35942,3.3549,0,0,0,0.15614,0.060994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.92158
0,0,0,0,0,0.2837,0,0.067014,0,30.591,16.798,0,0,0,0,159.22,37.238,15.146,1.4031,1.6933,0,0,0,0,0,0,0,0,0,0,0.070683,0.44906,0,2.652,0,2.943,2.8184,0,1.3684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7208
0,0,0,0,0,0,0,0,0,14.921,0,0,0,0,0,37.238,138.53,7.8677,23.198,0,0,0,0,0,0,0,0,0,0,0,11.909,6.1372,0,0,0,0,0.35701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,7.2733,0,0,0.53146,4.0599,15.146,7.8677,229.72,33.18,122.76,20.666,0,12.278,0,0,0,0,0,0.6562,0.337,0.071759,0.38192,0,4.6257,0,4.2802,4.4876,0,1.5628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12205,0,0,2.351,0.85418,0,0,0,0.54719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.8529
0,0,0,0,0,0,0,0,0,2.6595,0,0,0,0,0,1.4031,23.198,33.18,233.31,0,0,0,31.69,0,0,0,0,0,7.3644,18.966,14.333,0,0,0,0,0,1.3311,0,0.31298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0.020474,0,0,9.3197,0,0.085668,14.252,44.041,1.6933,0,122.76,0,188.02,6.5048,4.1884,2.2557,3.4448,0,0,0,0,0,0,0,0,0,1.1354,0,0,0.75314,0,0.68439,1.8163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.86046,0,0,5.5011,1.4197,16.331,0.69517,0.24764,1.0934,0.071987,0.035252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3353
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.666,0,6.5048,44.374,45.789,25.628,1.3853,0,0,0,0,0,0,0,0,0,0.0051313,0,0.034456,0.038872,0,0.065563,0,0.048855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13818,0,0,0.28372,0.023037,0.32527,0.12091,0.13493,0.69077,0.028613,0.0042293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016666
0,0,0,0,0,0,0.0082279,0,0,0,0,0,0,0,0,0,0,0,0,4.1884,45.789,39.508,32.777,41.632,0,0,0,0,0,1.1542,0,0,0,0,0,0.26519,0.062007,0,0,0.58076,0.012902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0024145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.043939,0.030047,0,0,0.10309,0,0.011719,0.042239,0,0,0,0,0,0,0,0,0,12.278,31.69,2.2557,25.628,32.777,329.78,9.4844,34.05,0,0,0,13.452,3.7012,0,0.94876,0,0.19495,0,1.2813,0.59447,0,0.29945,1.2587,0.39794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17296,0,0.33271,0.14175,0.079204,0.18717,0.0048164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.073102,0.087738,0,0.0012162,0.2201,0,0.038907,0.013251,0,0,0,0,0,0,1.5807,0,0,0,0,3.4448,1.3853,41.632,9.4844,95.495,5.5874,2.7792,0,0,0,1.6326,0,0,0,0,0,0.46063,0.19149,0,0,6.442,0.012705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.057873,0,0,0,0,0.60417,0,0.094265,0.33898,0.32532,0.2047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.1209,0.015328,0,0.015465,0.020189,0,0.051731,0.014995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.05,5.5874,84.133,1.5085,4.0084,2.2586,19.048,3.2822,0,2.6891,0,0,0,0.89755,0,0,0,9.6684,1.333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0828,0,0,0,0,0,0,0,0,2.7792,1.5085,7.8471,0.63973,0,0,0,0,0,0,0,0,0,0,0,0,14.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0084,0.63973,2.0794,0.6311,0.34039,0,0,0,0,0,0,0,0,0,0,4.057,3.5641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2586,0,0.6311,5.0961,1.8638,0.76347,0,1.5436,0,0,0,0,0,0,0,0,3.2456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.093025,0.014002,0,0.0030768,0,0,0.021341,0.047792,0,0,0,0,0,0,0,0,0,0.6562,7.3644,0,0,0,13.452,0,19.048,0,0.34039,1.8638,146.33,28.928,0,3.3981,0,0,0,0,0.44588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13965
0.66134,0.0089187,0,0,0.0065144,0,0.10754,0,0,0,0,0,0,0,0,0,0,0.337,18.966,0,0,1.1542,3.7012,1.6326,3.2822,0,0,0.76347,28.928,109.12,29.733,8.7923,0,0,0,0.9732,0.47178,0,0,0,0.096291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.087943
0,0,0,0,0,0,0,0,0,0.568,0,0,0,0,0,0.070683,11.909,0.071759,14.333,0,0,0,0,0,0,0,0,0,0,29.733,21.516,14.774,0,0,0,0.070652,0.040624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.052312
1.9591,0.76825,0,0,0.69198,0,1.071,0,0,0.99131,0,0,0,0,0,0.44906,6.1372,0.38192,0,0,0,0,0.94876,0,2.6891,0,0,1.5436,3.3981,8.7923,14.774,129.4,8.0396,0,0,1.9613,0.38381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24358
